Bachelor / Master;Campus;Dual;Fachbereich;Semester;Semester YoY T/F;Stand;Stand Semester Auswahl;Stand Semester Auswahl YoY (Kopie);Studiengang;Studiengang (Gruppe);Studienort;Winter / Sommer;Ausländische Studierende;Gesamtstudierende;Gesamtstudierende Semester Auswahl;Gesamtstudierende Semester Auswahl YoY;Studienanfängerinnen und Studienanfänger (1. FS);Studienanfängerinnen und Studienanfänger (1. HS);Studierende in der Regelstudienzeit;Weibliche Studierende
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2022/2023;Falsch;30.11.2022;;;Edelstein und Schmuck;Edelstein und Schmuck;Idar-Oberstein;Wintersemester;8;15;;;4;4;10;12
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2023;Falsch;31.05.2023;;;Edelstein und Schmuck;Edelstein und Schmuck;Idar-Oberstein;Sommersemester;9;16;;;0;5;14;13
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2023/2024;Wahr;30.11.2023;;;Edelstein und Schmuck;Edelstein und Schmuck;Idar-Oberstein;Wintersemester;6;15;;15;3;3;12;14
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2021/2022;Falsch;30.11.2021;;;Edelstein und Schmuck;Edelstein und Schmuck;Idar-Oberstein;Wintersemester;13;23;;;4;4;16;17
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2024;Falsch;31.05.2024;;;Edelstein und Schmuck;Edelstein und Schmuck;Idar-Oberstein;Sommersemester;7;15;;;0;1;12;15
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Edelstein und Schmuck;Edelstein und Schmuck;Idar-Oberstein;Wintersemester;15;21;21;;10;10;17;20
Bachelor;Hauptcampus; ;Technik;Sommersemester 2020;Falsch;02.06.2020;;;Elektromobilität;Elektromobilität;Trier;Sommersemester;3;20;;;6;3;19;1
Bachelor;Hauptcampus; ;Technik;Wintersemester 2020/2021;Falsch;30.11.2020;;;Elektromobilität;Elektromobilität;Trier;Wintersemester;4;21;;;5;5;20;1
Bachelor;Hauptcampus; ;Technik;Sommersemester 2021;Falsch;02.06.2021;;;Elektromobilität;Elektromobilität;Trier;Sommersemester;3;20;;;4;2;18;0
Bachelor;Hauptcampus; ;Technik;Sommersemester 2022;Falsch;31.05.2022;;;Elektromobilität;Elektromobilität;Trier;Sommersemester;4;23;;;8;3;20;0
Bachelor;Hauptcampus; ;Technik;Wintersemester 2022/2023;Falsch;30.11.2022;;;Elektromobilität;Elektromobilität;Trier;Wintersemester;7;25;;;4;3;21;1
Bachelor;Hauptcampus; ;Technik;Sommersemester 2023;Falsch;31.05.2023;;;Elektromobilität;Elektromobilität;Trier;Sommersemester;6;21;;;1;0;14;1
Bachelor;Hauptcampus; ;Technik;Wintersemester 2023/2024;Wahr;30.11.2023;;;Elektromobilität;Elektromobilität;Trier;Wintersemester;7;18;;18;1;1;10;1
Bachelor;Hauptcampus; ;Technik;Wintersemester 2021/2022;Falsch;30.11.2021;;;Elektromobilität;Elektromobilität;Trier;Wintersemester;3;19;;;4;3;16;0
Bachelor;Hauptcampus; ;Technik;Sommersemester 2024;Falsch;31.05.2024;;;Elektromobilität;Elektromobilität;Trier;Sommersemester;4;16;;;2;0;10;1
Bachelor;Hauptcampus; ;Technik;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Elektromobilität;Elektromobilität;Trier;Wintersemester;1;12;12;;2;1;6;1
Bachelor;Hauptcampus; ;Technik;Sommersemester 2020;Falsch;02.06.2020;;;Elektrotechnik;Elektrotechnik;Trier;Sommersemester;19;82;;;0;4;52;6
Master;Hauptcampus; ;Technik;Sommersemester 2020;Falsch;02.06.2020;;;Elektrotechnik;Elektrotechnik;Trier;Sommersemester;4;60;;;13;0;31;10
Bachelor;Hauptcampus; ;Technik;Wintersemester 2020/2021;Falsch;30.11.2020;;;Elektrotechnik;Elektrotechnik;Trier;Wintersemester;20;90;;;23;19;65;11
Master;Hauptcampus; ;Technik;Wintersemester 2020/2021;Falsch;30.11.2020;;;Elektrotechnik;Elektrotechnik;Trier;Wintersemester;6;53;;;7;0;23;7
Bachelor;Hauptcampus; ;Technik;Sommersemester 2021;Falsch;02.06.2021;;;Elektrotechnik;Elektrotechnik;Trier;Sommersemester;13;73;;;0;0;45;8
Master;Hauptcampus; ;Technik;Sommersemester 2021;Falsch;02.06.2021;;;Elektrotechnik;Elektrotechnik;Trier;Sommersemester;7;52;;;9;0;27;9
Bachelor;Hauptcampus; ;Technik;Sommersemester 2022;Falsch;31.05.2022;;;Elektrotechnik;Elektrotechnik;Trier;Sommersemester;16;75;;;0;1;47;11
Master;Hauptcampus; ;Technik;Sommersemester 2022;Falsch;31.05.2022;;;Elektrotechnik;Elektrotechnik;Trier;Sommersemester;6;47;;;16;0;30;8
Bachelor;Hauptcampus; ;Technik;Wintersemester 2022/2023;Falsch;30.11.2022;;;Elektrotechnik;Elektrotechnik;Trier;Wintersemester;15;87;;;20;17;63;14
Master;Hauptcampus; ;Technik;Wintersemester 2022/2023;Falsch;30.11.2022;;;Elektrotechnik;Elektrotechnik;Trier;Wintersemester;10;50;;;7;1;28;9
Bachelor;Hauptcampus; ;Technik;Sommersemester 2023;Falsch;31.05.2023;;;Elektrotechnik;Elektrotechnik;Trier;Sommersemester;17;86;;;1;0;51;13
Master;Hauptcampus; ;Technik;Sommersemester 2023;Falsch;31.05.2023;;;Elektrotechnik;Elektrotechnik;Trier;Sommersemester;9;46;;;6;0;27;13
Bachelor;Hauptcampus; ;Technik;Wintersemester 2023/2024;Wahr;30.11.2023;;;Elektrotechnik;Elektrotechnik;Trier;Wintersemester;20;89;;89;17;15;64;14
Master;Hauptcampus; ;Technik;Wintersemester 2023/2024;Wahr;30.11.2023;;;Elektrotechnik;Elektrotechnik;Trier;Wintersemester;10;41;;41;9;0;19;12
Bachelor;Hauptcampus; ;Technik;Wintersemester 2021/2022;Falsch;30.11.2021;;;Elektrotechnik;Elektrotechnik;Trier;Wintersemester;16;86;;;23;20;62;12
Master;Hauptcampus; ;Technik;Wintersemester 2021/2022;Falsch;30.11.2021;;;Elektrotechnik;Elektrotechnik;Trier;Wintersemester;3;39;;;5;0;18;10
Bachelor;Hauptcampus; ;Technik;Sommersemester 2024;Falsch;31.05.2024;;;Elektrotechnik;Elektrotechnik;Trier;Sommersemester;22;73;;;0;3;50;13
Master;Hauptcampus; ;Technik;Sommersemester 2024;Falsch;31.05.2024;;;Elektrotechnik;Elektrotechnik;Trier;Sommersemester;9;45;;;16;0;27;10
Bachelor;Hauptcampus; ;Technik;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Elektrotechnik;Elektrotechnik;Trier;Wintersemester;15;72;72;;10;10;53;9
Bachelor;Hauptcampus;dual;Technik;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Elektrotechnik;Elektrotechnik;Trier;Wintersemester;5;52;52;;19;15;49;2
Master;Hauptcampus; ;Technik;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Elektrotechnik;Elektrotechnik;Trier;Wintersemester;12;44;44;;8;0;28;11
Bachelor;Hauptcampus;dual;Technik;Sommersemester 2020;Falsch;02.06.2020;;;Elektrotechnik;Elektrotechnik;Trier;Sommersemester;0;26;;;0;0;23;3
Bachelor;Hauptcampus;dual;Technik;Wintersemester 2020/2021;Falsch;30.11.2020;;;Elektrotechnik;Elektrotechnik;Trier;Wintersemester;0;35;;;13;11;35;5
Bachelor;Hauptcampus;dual;Technik;Sommersemester 2021;Falsch;02.06.2021;;;Elektrotechnik;Elektrotechnik;Trier;Sommersemester;0;32;;;0;0;27;5
Bachelor;Hauptcampus;dual;Technik;Sommersemester 2022;Falsch;31.05.2022;;;Elektrotechnik;Elektrotechnik;Trier;Sommersemester;0;31;;;0;0;31;4
Bachelor;Hauptcampus;dual;Technik;Wintersemester 2022/2023;Falsch;30.11.2022;;;Elektrotechnik;Elektrotechnik;Trier;Wintersemester;0;44;;;15;13;44;5
Bachelor;Hauptcampus;dual;Technik;Sommersemester 2023;Falsch;31.05.2023;;;Elektrotechnik;Elektrotechnik;Trier;Sommersemester;0;38;;;0;0;35;4
Bachelor;Hauptcampus;dual;Technik;Wintersemester 2023/2024;Wahr;30.11.2023;;;Elektrotechnik;Elektrotechnik;Trier;Wintersemester;0;44;;44;11;10;43;3
Bachelor;Hauptcampus;dual;Technik;Wintersemester 2021/2022;Falsch;30.11.2021;;;Elektrotechnik;Elektrotechnik;Trier;Wintersemester;0;39;;;11;10;37;5
Bachelor;Hauptcampus;dual;Technik;Sommersemester 2024;Falsch;31.05.2024;;;Elektrotechnik;Elektrotechnik;Trier;Sommersemester;0;36;;;0;0;31;2
Master;Hauptcampus; ;Bauen + Leben;Sommersemester 2020;Falsch;02.06.2020;;;Energiemanagement;Energiemanagement;Trier;Sommersemester;4;42;;;3;0;13;10
Master;Hauptcampus; ;Bauen + Leben;Wintersemester 2020/2021;Falsch;30.11.2020;;;Energiemanagement;Energiemanagement;Trier;Wintersemester;5;31;;;2;1;10;7
Master;Hauptcampus; ;Bauen + Leben;Sommersemester 2021;Falsch;02.06.2021;;;Energiemanagement;Energiemanagement;Trier;Sommersemester;4;32;;;9;0;13;7
Master;Hauptcampus; ;Bauen + Leben;Sommersemester 2022;Falsch;31.05.2022;;;Energiemanagement;Energiemanagement;Trier;Sommersemester;4;39;;;12;0;25;6
Master;Hauptcampus; ;Bauen + Leben;Wintersemester 2022/2023;Falsch;30.11.2022;;;Energiemanagement;Energiemanagement;Trier;Wintersemester;20;63;;;16;0;50;11
Master;Hauptcampus; ;Bauen + Leben;Sommersemester 2023;Falsch;31.05.2023;;;Energiemanagement;Energiemanagement;Trier;Sommersemester;5;58;;;15;1;38;12
Master;Hauptcampus; ;Bauen + Leben;Wintersemester 2023/2024;Wahr;30.11.2023;;;Energiemanagement;Energiemanagement;Trier;Wintersemester;5;62;;62;10;1;37;10
Master;Hauptcampus; ;Bauen + Leben;Wintersemester 2021/2022;Falsch;30.11.2021;;;Energiemanagement;Energiemanagement;Trier;Wintersemester;6;35;;;7;2;17;7
Master;Hauptcampus; ;Bauen + Leben;Sommersemester 2024;Falsch;31.05.2024;;;Energiemanagement;Energiemanagement;Trier;Sommersemester;5;59;;;10;0;33;9
Master;Hauptcampus; ;Bauen + Leben;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Energiemanagement;Energiemanagement;Trier;Wintersemester;5;60;60;;10;0;28;8
Bachelor;Hauptcampus; ;Bauen + Leben;Sommersemester 2020;Falsch;02.06.2020;;;Energietechnik - Regenerative und Effiziente Energiesysteme;Energietechnik - Regenerative und Effiziente Energiesysteme;Trier;Sommersemester;4;54;;;4;3;31;11
Bachelor;Hauptcampus; ;Bauen + Leben;Wintersemester 2020/2021;Falsch;30.11.2020;;;Energietechnik - Regenerative und Effiziente Energiesysteme;Energietechnik - Regenerative und Effiziente Energiesysteme;Trier;Wintersemester;7;57;;;10;9;38;11
Bachelor;Hauptcampus; ;Bauen + Leben;Sommersemester 2021;Falsch;02.06.2021;;;Energietechnik - Regenerative und Effiziente Energiesysteme;Energietechnik - Regenerative und Effiziente Energiesysteme;Trier;Sommersemester;5;47;;;1;0;25;7
Bachelor;Hauptcampus; ;Bauen + Leben;Sommersemester 2022;Falsch;31.05.2022;;;Energietechnik - Regenerative und Effiziente Energiesysteme;Energietechnik - Regenerative und Effiziente Energiesysteme;Trier;Sommersemester;7;39;;;1;2;22;7
Bachelor;Hauptcampus; ;Bauen + Leben;Wintersemester 2022/2023;Falsch;30.11.2022;;;Energietechnik - Regenerative und Effiziente Energiesysteme;Energietechnik - Regenerative und Effiziente Energiesysteme;Trier;Wintersemester;8;49;;;14;14;33;8
Bachelor;Hauptcampus; ;Bauen + Leben;Sommersemester 2023;Falsch;31.05.2023;;;Energietechnik - Regenerative und Effiziente Energiesysteme;Energietechnik - Regenerative und Effiziente Energiesysteme;Trier;Sommersemester;8;46;;;2;3;23;7
Bachelor;Hauptcampus; ;Bauen + Leben;Wintersemester 2023/2024;Wahr;30.11.2023;;;Energietechnik - Regenerative und Effiziente Energiesysteme;Energietechnik - Regenerative und Effiziente Energiesysteme;Trier;Wintersemester;7;51;;51;11;8;28;9
Bachelor;Hauptcampus; ;Bauen + Leben;Wintersemester 2021/2022;Falsch;30.11.2021;;;Energietechnik - Regenerative und Effiziente Energiesysteme;Energietechnik - Regenerative und Effiziente Energiesysteme;Trier;Wintersemester;7;45;;;6;6;28;7
Bachelor;Hauptcampus; ;Bauen + Leben;Sommersemester 2024;Falsch;31.05.2024;;;Energietechnik - Regenerative und Effiziente Energiesysteme;Energietechnik - Regenerative und Effiziente Energiesysteme;Trier;Sommersemester;10;45;;;4;4;29;10
Bachelor;Hauptcampus; ;Bauen + Leben;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Energietechnik - Regenerative und Effiziente Energiesysteme;Energietechnik - Regenerative und Effiziente Energiesysteme;Trier;Wintersemester;6;37;37;;4;4;30;7
Bachelor;Hauptcampus;dual;Informatik;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Ergotherapie;Ergotherapie;Trier;Wintersemester;4;77;77;;26;20;52;72
Bachelor;Hauptcampus;dual;Informatik;Sommersemester 2020;Falsch;02.06.2020;;;Ergotherapie;Ergotherapie;Trier;Sommersemester;8;55;;;0;0;44;50
Bachelor;Hauptcampus;dual;Informatik;Wintersemester 2020/2021;Falsch;30.11.2020;;;Ergotherapie;Ergotherapie;Trier;Wintersemester;7;58;;;14;8;38;54
Bachelor;Hauptcampus;dual;Informatik;Sommersemester 2021;Falsch;02.06.2021;;;Ergotherapie;Ergotherapie;Trier;Sommersemester;6;52;;;0;0;35;48
Bachelor;Hauptcampus;dual;Informatik;Sommersemester 2022;Falsch;31.05.2022;;;Ergotherapie;Ergotherapie;Trier;Sommersemester;10;61;;;0;0;43;58
Bachelor;Hauptcampus;dual;Informatik;Wintersemester 2022/2023;Falsch;30.11.2022;;;Ergotherapie;Ergotherapie;Trier;Wintersemester;9;68;;;20;14;50;65
Bachelor;Hauptcampus;dual;Informatik;Sommersemester 2023;Falsch;31.05.2023;;;Ergotherapie;Ergotherapie;Trier;Sommersemester;5;54;;;0;0;44;51
Bachelor;Hauptcampus;dual;Informatik;Wintersemester 2023/2024;Wahr;30.11.2023;;;Ergotherapie;Ergotherapie;Trier;Wintersemester;7;68;;68;16;11;46;62
Bachelor;Hauptcampus;dual;Informatik;Wintersemester 2021/2022;Falsch;30.11.2021;;;Ergotherapie;Ergotherapie;Trier;Wintersemester;10;64;;;21;17;43;60
Bachelor;Hauptcampus;dual;Informatik;Sommersemester 2024;Falsch;31.05.2024;;;Ergotherapie;Ergotherapie;Trier;Sommersemester;4;58;;;0;0;43;55
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2024;Falsch;31.05.2024;;;Erneuerbare Energien;Erneuerbare Energien;Birkenfeld;Sommersemester;20;111;;;4;2;58;19
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2020;Falsch;02.06.2020;;;Erneuerbare Energien;Erneuerbare Energien;Birkenfeld;Sommersemester;24;147;;;22;7;118;39
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2020/2021;Falsch;30.11.2020;;;Erneuerbare Energien;Erneuerbare Energien;Birkenfeld;Wintersemester;25;152;;;31;23;124;34
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2021;Falsch;02.06.2021;;;Erneuerbare Energien;Erneuerbare Energien;Birkenfeld;Sommersemester;21;151;;;14;7;118;35
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2022;Falsch;31.05.2022;;;Erneuerbare Energien;Erneuerbare Energien;Birkenfeld;Sommersemester;22;140;;;9;4;95;36
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2022/2023;Falsch;30.11.2022;;;Erneuerbare Energien;Erneuerbare Energien;Birkenfeld;Wintersemester;14;138;;;23;12;89;32
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2023;Falsch;31.05.2023;;;Erneuerbare Energien;Erneuerbare Energien;Birkenfeld;Sommersemester;16;117;;;10;5;72;25
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2023/2024;Wahr;30.11.2023;;;Erneuerbare Energien;Erneuerbare Energien;Birkenfeld;Wintersemester;20;121;;121;18;11;68;25
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2021/2022;Falsch;30.11.2021;;;Erneuerbare Energien;Erneuerbare Energien;Birkenfeld;Wintersemester;23;147;;;25;18;105;32
Bachelor;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Erneuerbare Energien;Erneuerbare Energien;Birkenfeld;Wintersemester;16;92;92;;12;9;47;15
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Sommersemester 2024;Falsch;31.05.2024;;;Erneuerbare Energien;Erneuerbare Energien;Birkenfeld;Sommersemester;0;4;;;2;0;3;1
Master;Umwelt-Campus Birkenfeld; ;Umweltplanung / Umweltrecht;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Erneuerbare Energien;Erneuerbare Energien;Birkenfeld;Wintersemester;0;10;10;;6;0;8;4
Bachelor;Hauptcampus; ;Technik;Wintersemester 2023/2024;Wahr;30.11.2023;;;Fahrzeugtechnik;Fahrzeugtechnik;Trier;Wintersemester;1;8;;8;8;7;8;0
Bachelor;Hauptcampus; ;Technik;Sommersemester 2024;Falsch;31.05.2024;;;Fahrzeugtechnik;Fahrzeugtechnik;Trier;Sommersemester;1;10;;;2;2;10;0
Bachelor;Hauptcampus; ;Technik;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Fahrzeugtechnik;Fahrzeugtechnik;Trier;Wintersemester;9;27;27;;15;15;27;2
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2020;Falsch;02.06.2020;;;Gemstone and Jewellery;Gemstones and Jewellery;Idar-Oberstein;Sommersemester;19;24;;;4;2;13;19
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2020/2021;Falsch;30.11.2020;;;Gemstone and Jewellery;Gemstones and Jewellery;Idar-Oberstein;Wintersemester;19;23;;;4;3;17;17
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2021;Falsch;02.06.2021;;;Gemstone and Jewellery;Gemstones and Jewellery;Idar-Oberstein;Sommersemester;14;19;;;3;2;13;12
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2022;Falsch;31.05.2022;;;Gemstones and Jewellery;Gemstones and Jewellery;Idar-Oberstein;Sommersemester;23;29;;;1;2;21;23
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2022/2023;Falsch;30.11.2022;;;Gemstones and Jewellery;Gemstones and Jewellery;Idar-Oberstein;Wintersemester;23;28;;;3;3;19;21
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2023;Falsch;31.05.2023;;;Gemstones and Jewellery;Gemstones and Jewellery;Idar-Oberstein;Sommersemester;29;34;;;8;6;25;25
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2023/2024;Wahr;30.11.2023;;;Gemstones and Jewellery;Gemstones and Jewellery;Idar-Oberstein;Wintersemester;26;31;;31;4;2;15;25
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2021/2022;Falsch;30.11.2021;;;Gemstones and Jewellery;Gemstones and Jewellery;Idar-Oberstein;Wintersemester;22;27;;;10;8;22;19
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2024;Falsch;31.05.2024;;;Gemstones and Jewellery;Gemstones and Jewellery;Idar-Oberstein;Sommersemester;28;35;;;4;2;18;28
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Gemstones and Jewellery;Gemstones and Jewellery;Idar-Oberstein;Wintersemester;28;33;33;;5;5;19;27
Bachelor;Hauptcampus; ;Informatik;Sommersemester 2020;Falsch;02.06.2020;;;Informatik;Informatik;Trier;Sommersemester;64;271;;;22;17;164;28
Master;Hauptcampus; ;Informatik;Sommersemester 2020;Falsch;02.06.2020;;;Informatik;Informatik;Trier;Sommersemester;7;89;;;11;0;40;12
Bachelor;Hauptcampus; ;Informatik;Wintersemester 2020/2021;Falsch;30.11.2020;;;Informatik;Informatik;Trier;Wintersemester;75;294;;;52;43;173;32
Master;Hauptcampus; ;Informatik;Sommersemester 2020;Falsch;02.06.2020;;;Informatik (Fernstudium);Informatik (Fernstudium);Trier;Sommersemester;14;184;;;21;3;79;30
Bachelor;Hauptcampus; ;Informatik;Sommersemester 2021;Falsch;02.06.2021;;;Informatik;Informatik;Trier;Sommersemester;75;282;;;16;15;168;36
Master;Hauptcampus; ;Informatik;Wintersemester 2020/2021;Falsch;30.11.2020;;;Informatik;Informatik;Trier;Wintersemester;7;92;;;13;0;42;11
Bachelor;Hauptcampus; ;Informatik;Sommersemester 2022;Falsch;31.05.2022;;;Informatik;Informatik;Trier;Sommersemester;81;273;;;9;15;155;39
Master;Hauptcampus; ;Informatik;Wintersemester 2020/2021;Falsch;30.11.2020;;;Informatik (Fernstudium);Informatik (Fernstudium);Trier;Wintersemester;17;178;;;25;6;84;21
Bachelor;Hauptcampus; ;Informatik;Wintersemester 2022/2023;Falsch;30.11.2022;;;Informatik;Informatik;Trier;Wintersemester;81;266;;;30;23;131;35
Master;Hauptcampus; ;Informatik;Sommersemester 2021;Falsch;02.06.2021;;;Informatik;Informatik;Trier;Sommersemester;5;86;;;8;0;31;9
Bachelor;Hauptcampus; ;Informatik;Sommersemester 2023;Falsch;31.05.2023;;;Informatik;Informatik;Trier;Sommersemester;91;268;;;18;21;139;38
Master;Hauptcampus; ;Informatik;Sommersemester 2021;Falsch;02.06.2021;;;Informatik (Fernstudium);Informatik (Fernstudium);Trier;Sommersemester;18;210;;;42;12;89;28
Bachelor;Hauptcampus; ;Informatik;Wintersemester 2023/2024;Wahr;30.11.2023;;;Informatik;Informatik;Trier;Wintersemester;82;270;;270;39;38;134;36
Master;Hauptcampus; ;Informatik;Sommersemester 2022;Falsch;31.05.2022;;;Informatik;Informatik;Trier;Sommersemester;7;80;;;6;0;26;9
Bachelor;Hauptcampus; ;Informatik;Wintersemester 2021/2022;Falsch;30.11.2021;;;Informatik;Informatik;Trier;Wintersemester;75;288;;;42;36;157;42
Master;Hauptcampus; ;Informatik;Sommersemester 2022;Falsch;31.05.2022;;;Informatik (Fernstudium);Informatik (Fernstudium);Trier;Sommersemester;16;181;;;24;9;81;26
Bachelor;Hauptcampus; ;Informatik;Sommersemester 2024;Falsch;31.05.2024;;;Informatik;Informatik;Trier;Sommersemester;87;258;;;16;16;136;36
Master;Hauptcampus; ;Informatik;Wintersemester 2022/2023;Falsch;30.11.2022;;;Informatik;Informatik;Trier;Wintersemester;7;73;;;11;1;26;7
Bachelor;Hauptcampus; ;Informatik;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Informatik;Informatik;Trier;Wintersemester;80;259;259;;40;36;127;41
Bachelor;Hauptcampus;dual;Informatik;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Informatik;Informatik;Trier;Wintersemester;0;8;8;;7;6;8;1
Master;Hauptcampus; ;Informatik;Wintersemester 2022/2023;Falsch;30.11.2022;;;Informatik (Fernstudium);Informatik (Fernstudium);Trier;Wintersemester;15;170;;;14;1;72;22
Master;Hauptcampus; ;Informatik;Sommersemester 2023;Falsch;31.05.2023;;;Informatik;Informatik;Trier;Sommersemester;8;63;;;5;0;22;5
Bachelor;Hauptcampus; ;Informatik;Sommersemester 2020;Falsch;02.06.2020;;;Informatik - Digitale Medien und Spiele;Informatik - Digitale Medien und Spiele;Trier;Sommersemester;25;326;;;12;11;180;44
Bachelor;Hauptcampus; ;Informatik;Wintersemester 2020/2021;Falsch;30.11.2020;;;Informatik - Digitale Medien und Spiele;Informatik - Digitale Medien und Spiele;Trier;Wintersemester;27;299;;;45;35;160;42
Bachelor;Hauptcampus; ;Informatik;Sommersemester 2021;Falsch;02.06.2021;;;Informatik - Digitale Medien und Spiele;Informatik - Digitale Medien und Spiele;Trier;Sommersemester;29;277;;;20;14;150;37
Bachelor;Hauptcampus; ;Informatik;Sommersemester 2022;Falsch;31.05.2022;;;Informatik - Digitale Medien und Spiele;Informatik - Digitale Medien und Spiele;Trier;Sommersemester;29;258;;;18;14;134;37
Bachelor;Hauptcampus; ;Informatik;Wintersemester 2022/2023;Falsch;30.11.2022;;;Informatik - Digitale Medien und Spiele;Informatik - Digitale Medien und Spiele;Trier;Wintersemester;29;252;;;36;33;132;37
Bachelor;Hauptcampus; ;Informatik;Sommersemester 2023;Falsch;31.05.2023;;;Informatik - Digitale Medien und Spiele;Informatik - Digitale Medien und Spiele;Trier;Sommersemester;25;222;;;15;12;125;32
Bachelor;Hauptcampus; ;Informatik;Wintersemester 2023/2024;Wahr;30.11.2023;;;Informatik - Digitale Medien und Spiele;Informatik - Digitale Medien und Spiele;Trier;Wintersemester;20;224;;224;41;35;120;40
Bachelor;Hauptcampus; ;Informatik;Wintersemester 2021/2022;Falsch;30.11.2021;;;Informatik - Digitale Medien und Spiele;Informatik - Digitale Medien und Spiele;Trier;Wintersemester;27;275;;;45;37;136;38
Bachelor;Hauptcampus; ;Informatik;Sommersemester 2024;Falsch;31.05.2024;;;Informatik - Digitale Medien und Spiele;Informatik - Digitale Medien und Spiele;Trier;Sommersemester;18;196;;;8;5;113;39
Bachelor;Hauptcampus; ;Informatik;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Informatik - Digitale Medien und Spiele;Informatik - Digitale Medien und Spiele;Trier;Wintersemester;13;178;178;;24;23;94;37
Bachelor;Hauptcampus; ;Informatik;Sommersemester 2020;Falsch;02.06.2020;;;Informatik - Sichere und mobile Systeme;Informatik - Sichere und mobile Systeme;Trier;Sommersemester;4;36;;;0;0;12;4
Bachelor;Hauptcampus; ;Informatik;Wintersemester 2020/2021;Falsch;30.11.2020;;;Informatik - Sichere und mobile Systeme;Informatik - Sichere und mobile Systeme;Trier;Wintersemester;4;31;;;0;0;7;4
Bachelor;Hauptcampus; ;Informatik;Sommersemester 2021;Falsch;02.06.2021;;;Informatik - Sichere und mobile Systeme;Informatik - Sichere und mobile Systeme;Trier;Sommersemester;4;23;;;0;0;6;3
Bachelor;Hauptcampus; ;Informatik;Sommersemester 2022;Falsch;31.05.2022;;;Informatik - Sichere und mobile Systeme;Informatik - Sichere und mobile Systeme;Trier;Sommersemester;1;15;;;0;0;0;3
Bachelor;Hauptcampus; ;Informatik;Wintersemester 2022/2023;Falsch;30.11.2022;;;Informatik - Sichere und mobile Systeme;Informatik - Sichere und mobile Systeme;Trier;Wintersemester;1;12;;;0;0;0;1
Bachelor;Hauptcampus; ;Informatik;Sommersemester 2023;Falsch;31.05.2023;;;Informatik - Sichere und mobile Systeme;Informatik - Sichere und mobile Systeme;Trier;Sommersemester;1;10;;;0;0;0;1
